,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
17858,38326,689990307130942,February,MI,3184.74,1634.0,50,44,1,,43,1,1,0,0,"Foreign Born, US Cit By Naturalization",MI,"Not specified manufacturing industries (Part of 31, 32, 33)",430,"Private, For Profit",No,No,Employed-At Work,0,32.68,3.486763269991802
17873,38355,929096630249090,February,MI,3535.6095,1769.0,40,44,1,,58,2,7,0,0,"Native, Born In US",MI,Hospitals (622),1965,"Private, For Profit",No,No,Employed-At Work,1,44.225,3.789290240045849
17874,38363,982299909600703,February,MI,3603.2272,1538.0,35,44,4,,60,2,1,0,0,"Foreign Born, US Cit By Naturalization",MI,Offices of physicians (6211),5700,"Private, For Profit",No,No,Employed-At Work,1,43.94285714285714,3.782890088576176
17875,38365,5032860983090,February,MI,3372.5309,2653.84,60,44,4,,60,1,1,0,0,"Foreign Born, US Cit By Naturalization",MI,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,Yes,,Employed-At Work,0,44.23066666666667,3.7894183644925454
17896,38392,55302460982498,February,MI,2621.5617,2884.61,50,45,1,,64,1,5,0,0,"Native, Born In US",MI,Offices of physicians (6211),3060,"Private, For Profit",No,Yes,Employed-At Work,0,57.6922,4.0551219824004106
17902,38406,97512860981594,February,MI,3011.7809,2500.0,40,44,1,,53,1,1,0,0,"Native, Born In US",MI,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",1460,"Private, For Profit",No,No,Employed-Absent,0,62.5,4.135166556742356
17903,38409,126140440290204,February,MI,3412.8051,1000.0,20,44,1,,35,2,1,3,11,"Native, Born In US",MI,"Other schools, instruction, and educational services (6116, 6117)",2550,"Private, For Profit",No,No,Employed-At Work,1,50.0,3.912023005428146
17916,38435,293904304069659,February,MI,3011.7809,1826.92,50,44,1,,50,1,1,2,4,"Native, Born In US",MI,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work,0,36.5384,3.59836376236116
17926,38464,388295769600742,February,MI,3272.1089,1800.0,40,44,2,,39,2,7,1,4,"Native, Born In US",MI,"Justice, public order, and safety activities (922, pt. 92115)",2015,Government - State,Yes,,Employed-At Work,1,45.0,3.8066624897703196
17935,38493,520867092028279,February,MI,3412.8051,980.76,45,44,1,,35,2,1,3,11,"Native, Born In US",MI,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,21.794666666666668,3.0816652915457188
17937,38495,570869094128159,February,MI,3011.7809,2500.0,40,44,1,,54,1,1,1,4,"Native, Born In US",MI,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",1460,"Private, For Profit",No,No,Employed-At Work,0,62.5,4.135166556742356
17944,38513,610610775590082,February,MI,2734.366,1730.0,55,44,4,,45,1,1,2,10,"Foreign Born, Not a US Citizen",MI,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",7700,"Private, For Profit",No,No,Employed-At Work,0,31.454545454545453,3.4485435022593536
17951,38525,649298109600930,February,MI,2621.5617,1560.0,40,45,1,,64,1,1,2,4,"Native, Born In US",MI,"Electric power generation, transmission and distribution (Pt. 2211)",7410,"Private, For Profit",Yes,,Employed-At Work,0,39.0,3.6635616461296463
17954,38539,689490155710982,February,MI,3062.3635,2884.61,50,44,1,,44,1,1,2,3,"Foreign Born, Not a US Citizen",MI,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",20,"Private, For Profit",No,No,Employed-At Work,0,57.6922,4.0551219824004106
17956,38549,743292609600935,February,MI,3071.4601,2500.0,70,44,1,,59,1,1,0,0,"Native, Born In US",MI,"Electric power generation, transmission and distribution (Pt. 2211)",1530,"Private, For Profit",No,No,Employed-At Work,0,35.714285714285715,3.575550768806933
17957,38550,750161006728950,February,MI,2974.3655,1442.0,40,44,4,,41,1,1,2,3,"Foreign Born, US Cit By Naturalization",MI,"Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",1460,"Private, For Profit",No,No,Employed-At Work,0,36.05,3.584906863730958
17974,38603,916046174289940,February,MI,3252.6966,2000.0,55,45,1,,35,1,1,2,5,"Native, Born In US",MI,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,36.36363636363637,3.5935692743096115
17978,38613,942086872249210,February,MI,3412.8051,961.53,45,44,1,,35,2,7,0,0,"Native, Born In US",MI,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",140,"Private, Nonprofit",No,No,Employed-At Work,1,21.36733333333333,3.0618632760198157
17980,38618,954076811289950,February,MI,2992.6718,2884.61,40,44,1,,46,1,1,3,9,"Native, Born In US",MI,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",2630,"Private, For Profit",No,No,Employed-At Work,0,72.11525,4.27826553371462
17981,38620,965076844289810,February,MI,2729.9606,1923.0,40,46,1,,63,1,1,0,0,"Native, Born In US",MI,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, For Profit",No,No,Employed-At Work,0,48.075,3.8727622914748436
17982,38621,965076844289810,February,MI,3115.9006,2596.0,40,46,1,,52,2,1,0,0,"Native, Born In US",MI,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, Nonprofit",No,No,Employed-At Work,1,64.9,4.1728476237100445
17989,38642,162757044909292,February,MI,3061.7014,1019.23,40,44,1,,31,2,1,1,2,"Native, Born In US",MI,Elementary and secondary schools (6111),2330,"Private, Nonprofit",No,Yes,Employed-At Work,1,25.48075,3.2379232651216294
18009,38684,610590099870082,February,MI,3010.8568,1634.61,60,44,1,,42,1,1,2,10,"Native, Born In US",MI,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-At Work,0,27.243499999999997,3.3048149605458526
18010,38685,610590099870082,February,MI,3107.6463,865.38,60,44,1,,42,2,1,2,10,"Native, Born In US",MI,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,14.423,2.6688241546013733
18015,38712,862167088909795,February,MI,3107.6463,1538.46,50,44,1,,43,2,3,1,2,"Native, Born In US",MI,Fruit and vegetable preserving and specialty food manufacturing (3114),137,"Private, For Profit",No,No,Employed-At Work,1,30.7692,3.4265141896459452
18022,38721,15932460016502,February,MI,3743.2048,1538.46,45,44,1,,28,2,1,2,1,"Native, Born In US",MI,Nursing care facilities (6231),2000,"Private, For Profit",No,No,Employed-At Work,1,34.188,3.5318747053037716
18029,38736,92056163240150,February,MI,3264.9942,865.38,40,44,1,,38,1,1,2,5,"Native, Born In US",MI,"Architectural, engineering, and related services (5413)",430,"Private, For Profit",No,No,Employed-At Work,0,21.6345,3.0742892627095375
18031,38738,156620140950203,February,MI,3264.9942,2884.61,40,46,1,,39,1,1,2,3,"Native, Born In US",MI,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,0,72.11525,4.27826553371462
18044,38775,408907992991476,February,MI,3343.3854,2105.26,50,44,1,,57,2,5,0,0,"Native, Born In US",MI,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,42.1052,3.7401712485003618
18045,38776,408907992991476,February,MI,3534.8685,1315.78,35,44,1,,29,1,1,2,5,"Native, Born In US",MI,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,0,37.593714285714285,3.6268368631685637
18050,38782,420609968328197,February,MI,3067.3154,1550.0,45,44,1,,49,2,1,2,10,"Native, Born In US",MI,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",3510,"Private, For Profit",No,No,Employed-At Work,1,34.44444444444444,3.5393477201429726
18059,38796,610210359560042,February,MI,3125.8513,1632.61,40,44,1,,31,2,1,1,1,"Native, Born In US",MI,Elementary and secondary schools (6111),20,"Private, For Profit",No,No,Employed-At Work,1,40.81525,3.7090557860836295
18062,38801,708903072992776,February,MI,2949.5012,880.0,40,44,1,,59,1,1,0,0,"Native, Born In US",MI,"Industrial and miscellaneous chemicals (3251, 3259)",5630,"Private, For Profit",Yes,,Employed-At Work,0,22.0,3.091042453358316
18063,38811,820609947799194,February,MI,3198.7697,1500.0,40,44,1,,38,1,1,2,8,"Native, Born In US",MI,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,37.5,3.624340932976365
18079,38847,74852470783490,February,MN,1624.0819,1153.84,40,44,1,,35,2,7,0,0,"Native, Born In US",MN,Hospitals (622),5000,"Private, Nonprofit",No,No,Employed-At Work,1,28.845999999999997,3.3619713351613183
18080,38849,88274479700953,February,MN,2122.3737,2884.61,40,44,1,,63,2,5,0,0,"Native, Born In US",MN,Nursing care facilities (6231),726,"Private, For Profit",No,No,Employed-At Work,1,72.11525,4.27826553371462
18089,38858,172432084904792,February,MN,1560.8339,2884.61,40,46,4,,40,2,7,0,0,"Foreign Born, US Cit By Naturalization",MN,Religious organizations (8131),2060,"Private, Nonprofit",No,No,Employed-At Work,1,72.11525,4.27826553371462
18094,38864,276978103010747,February,MN,1794.1254,1317.3,40,44,1,,53,2,1,1,4,"Foreign Born, US Cit By Naturalization",MN,"Banking and related activities (521, 52211,52219)",1006,"Private, Nonprofit",No,No,Employed-At Work,1,32.9325,3.494460012121845
18099,38877,420707930137675,February,MN,1481.9239,2884.61,50,44,1,,31,2,1,0,0,"Native, Born In US",MN,"Industrial and miscellaneous chemicals (3251, 3259)",20,"Private, For Profit",No,No,Employed-At Work,1,57.6922,4.0551219824004106
18101,38879,420709996279591,February,MN,1624.0819,1309.52,40,44,1,,35,2,1,2,5,"Native, Born In US",MN,Elementary and secondary schools (6111),2000,Government - Local,Yes,,Employed-At Work,1,32.738,3.488536482722163
18102,38880,420709996279591,February,MN,1361.4405,2884.61,50,45,1,,34,1,1,2,5,"Native, Born In US",MN,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",2100,"Private, For Profit",No,No,Employed-At Work,0,57.6922,4.0551219824004106
18119,38913,887679840659204,February,MN,1624.0819,600.0,40,44,1,,37,2,7,0,0,"Native, Born In US",MN,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work,1,15.0,2.70805020110221
18121,38915,941297969700952,February,MN,1839.1787,961.53,40,44,1,,48,2,1,0,0,"Native, Born In US",MN,Hospitals (622),3245,"Private, Nonprofit",No,No,Employed-At Work,1,24.038249999999998,3.179646311676199
18124,38920,877099128899,February,MN,1750.902,634.61,24,44,1,,52,2,1,1,4,"Native, Born In US",MN,Hospitals (622),2010,"Private, Nonprofit",No,No,Employed-At Work,1,26.442083333333333,3.274956806634763
18126,38928,10170011628210,February,MN,1584.9551,1384.61,50,44,1,,35,2,1,2,2,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,27.6922,3.3211507850921684
18128,38934,27692870019006,February,MN,1731.8497,865.38,50,44,1,,28,2,1,1,1,"Native, Born In US",MN,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1,17.3076,2.851145711395328
18143,38955,66077199280200,February,MN,1446.2219,1230.76,40,44,1,,33,2,1,2,5,"Native, Born In US",MN,Elementary and secondary schools (6111),2000,Government - Local,Yes,,Employed-At Work,1,30.769,3.42650768961832
18150,38969,78552470988897,February,MN,1587.745,2500.0,40,44,4,,28,2,1,0,0,"Native, Born In US",MN,Administration of human resource programs (923),2550,Government - State,Yes,,Employed-At Work,1,62.5,4.135166556742356
18151,38970,78552470988897,February,MN,1485.7683,500.0,50,44,1,,28,1,1,0,0,"Native, Born In US",MN,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4300,"Private, For Profit",No,No,Employed-At Work,0,10.0,2.302585092994046
18152,38971,79067173280130,February,MN,1467.9244,2884.61,55,44,1,,44,2,1,2,3,"Native, Born In US",MN,Travel arrangements and reservation services (5615),20,"Private, For Profit",No,No,Employed-At Work,1,52.44745454545455,3.959811802596086
18160,38984,108907442994697,February,MN,1467.9244,1153.84,40,44,1,,42,2,1,2,3,"Native, Born In US",MN,Individual and family services (6241),2010,Government - Local,No,No,Employed-At Work,1,28.845999999999997,3.3619713351613183
18171,38999,172026014909190,February,MN,1750.902,1846.15,55,44,1,,54,2,1,0,0,"Native, Born In US",MN,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit",No,No,Employed-At Work,1,33.56636363636364,3.5135244833005714
18173,39001,172941004909092,February,MN,1467.9244,1250.0,60,44,1,,42,2,7,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1,20.833333333333332,3.036554268074246
18178,39008,197690780221205,February,MN,1344.5,1884.61,55,44,1,,35,1,1,2,6,"Native, Born In US",MN,Medical equipment and supplies manufacturing (3391),1430,"Private, For Profit",No,No,Employed-At Work,0,34.26563636363636,3.534142996691872
18179,39009,197690780221205,February,MN,1446.2219,1269.23,45,44,1,,34,2,1,2,6,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.205111111111112,3.3395032065960257
18181,39011,208908382994217,February,MN,1584.9551,530.0,40,44,1,,36,2,1,1,1,"Native, Born In US",MN,Religious organizations (8131),5120,"Private, Nonprofit",No,No,Employed-At Work,1,13.25,2.583997552432231
18204,39050,372282004909778,February,MN,1446.2219,1384.61,40,44,1,,34,2,1,2,1,"Native, Born In US",MN,"** Groceries and related products, merchant wholesalers (*4244)",50,"Private, For Profit",No,No,Employed-At Work,1,34.615249999999996,3.544294336406378
18225,39091,480271049700907,February,MN,1265.8259,2884.61,60,45,1,,41,1,1,2,3,"Native, Born In US",MN,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,48.07683333333333,3.8728004256064557
18249,39132,710910337670082,February,MN,1731.8497,1576.92,32,46,1,,27,2,1,0,0,"Native, Born In US",MN,Pharmacies and drug stores (44611),3050,"Private, Nonprofit",No,No,Employed-At Work,1,49.27875,3.8974929536438205
18311,39235,990877075124489,February,MN,1467.9244,1826.92,40,44,1,,42,2,1,0,0,"Native, Born In US",MN,Insurance carriers and related activities (524),4710,"Private, For Profit",No,No,Employed-At Work,1,45.673,3.8215073136753697
18313,39237,993057614249980,February,MN,1714.6894,1923.07,50,44,1,,46,1,1,3,10,"Native, Born In US",MN,"Aerospace products and parts manufacturing (336414, 336415, 336419)",5360,"Private, For Profit",No,No,Employed-At Work,0,38.4614,3.649655140954175
18317,39244,999007881289700,February,MN,1750.902,600.0,40,44,1,,53,2,1,2,3,"Native, Born In US",MN,Outpatient care centers (6214),3160,"Private, Nonprofit",No,No,Employed-At Work,1,15.0,2.70805020110221
18351,39296,420707993263998,February,MN,1770.0831,865.38,40,44,1,,46,2,7,0,0,"Native, Born In US",MN,"Colleges and universities, including junior colleges (6112, 6113)",2710,"Private, For Profit",No,No,Employed-At Work,1,21.6345,3.0742892627095375
18363,39314,630171009928520,February,MN,1426.2499,2442.3,40,46,1,,30,2,7,0,0,"Native, Born In US",MN,Outpatient care centers (6214),3050,"Private, For Profit",No,No,Employed-At Work,1,61.057500000000005,4.111816043134105
18365,39330,710910962350082,February,MN,1426.2499,1769.23,45,45,1,,31,2,1,0,0,"Native, Born In US",MN,Outpatient care centers (6214),1220,"Private, Nonprofit",No,No,Employed-At Work,1,39.31622222222222,3.671637212896727
18367,39332,710980164760082,February,MN,1310.2929,865.38,50,45,1,,31,1,1,1,1,"Native, Born In US",MN,Elementary and secondary schools (6111),2320,Government - State,Yes,,Employed-At Work,0,17.3076,2.851145711395328
18377,39351,820706982820594,February,MN,1726.7224,520.0,40,44,1,,52,2,1,0,0,"Native, Born In US",MN,Pharmaceutical and medicine manufacturing (3254),10,"Private, For Profit",No,No,Employed-At Work,1,13.0,2.5649493574615367
18429,39439,372417054909296,February,MN,1328.6412,289.8,36,44,1,,32,1,7,0,0,"Native, Born In US",MN,Grocery stores (4451),20,"Private, For Profit",No,No,Employed-At Work,0,8.05,2.0856720914304723
18432,39454,542294369700971,February,MN,1446.2219,960.0,40,45,1,,34,2,7,0,0,"Native, Born In US",MN,Traveler accommodation (7211),5410,"Private, For Profit",No,No,Employed-At Work,1,24.0,3.1780538303479458
18453,39494,982960008909893,February,MS,2567.88,538.38,40,44,2,,28,2,1,1,1,"Native, Born In US",64,Individual and family services (6241),2010,"Private, For Profit",No,No,Employed-At Work,1,13.4595,2.599685176424085
18459,39503,42332480019305,February,MS,2960.2657,1153.0,40,44,1,,43,2,1,1,3,"Native, Born In US",64,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,28.825,3.3612430661551227
18472,39536,643290859800903,February,MS,3084.6024,418.0,38,45,1,,27,1,7,0,0,"Native, Born In US",64,Pharmacies and drug stores (44611),3420,"Private, For Profit",No,No,Employed-At Work,0,11.0,2.3978952727983707
18496,39618,420809971256998,February,MS,2437.7577,2884.61,40,44,1,,40,1,1,2,8,"Native, Born In US",64,Cut and sew apparel manufacturing (3152),430,"Private, For Profit",No,No,Employed-At Work,0,72.11525,4.27826553371462
18509,39651,744295129800989,February,MS,2705.3933,596.15,40,44,1,,32,2,1,0,0,"Native, Born In US",64,Libraries and archives (*51912),2430,Government - Local,No,No,Employed-At Work,1,14.903749999999999,2.7016128591382045
